id,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,release_year,review_score
1545,"Columnist Steve Lopez is at a dead end. The newspaper business is in an uproar, his marriage to a fellow journalist has fallen apart and he can't entirely remember what he loved about his job in the first place. Then, one day, while walking through Los Angeles' Skid Row, he sees the mysterious bedraggled figure Nathaniel Ayers, pouring his soul into a two-stringed violin. At first, Lopez approaches Ayers as just another story idea in a city of millions. But as he begins to unearth the mystery of how this alternately brilliant and distracted street musician, once a dynamic prodigy headed for fame, wound up living in tunnels and doorways, it sparks an unexpected quest. Imagining he can change Ayers' life, Lopez embarks on a quixotic mission to get him off the streets and back to the world of music. But even as he fights to save Ayers' life, he begins to see that it is Ayers--with his unsinkable passion, his freedom-loving obstinacy and his valiant attempts at connection and love--who is profoundly changing Lopez.",PG-13,Drama,Joe Wright,Susannah Grant,2009-04-24,"Aug 4, 2009",$,31670931.0,117 minutes,Dreamworks/Paramount,2009,56
1545,"Columnist Steve Lopez is at a dead end. The newspaper business is in an uproar, his marriage to a fellow journalist has fallen apart and he can't entirely remember what he loved about his job in the first place. Then, one day, while walking through Los Angeles' Skid Row, he sees the mysterious bedraggled figure Nathaniel Ayers, pouring his soul into a two-stringed violin. At first, Lopez approaches Ayers as just another story idea in a city of millions. But as he begins to unearth the mystery of how this alternately brilliant and distracted street musician, once a dynamic prodigy headed for fame, wound up living in tunnels and doorways, it sparks an unexpected quest. Imagining he can change Ayers' life, Lopez embarks on a quixotic mission to get him off the streets and back to the world of music. But even as he fights to save Ayers' life, he begins to see that it is Ayers--with his unsinkable passion, his freedom-loving obstinacy and his valiant attempts at connection and love--who is profoundly changing Lopez.",PG-13,Musical and Performing Arts,Joe Wright,Susannah Grant,2009-04-24,"Aug 4, 2009",$,31670931.0,117 minutes,Dreamworks/Paramount,2009,56
1554,"The movie chronicles the adventures of a young girl called Lily, who sets off to visit her lonely Grandpa, but finds herself on a great adventure that leads to a meeting with the world's favorite steam engine, Thomas the Tank Engine, and the magical Mr. Conductor. The trio become involved in a classic good versus evil story that takes place in Mr. Conductor's special universe. At one end is the Island of Sodor, and at the other Shining Time, nestled deep in the Indian Valley. Linking these two worlds is The Magic Railroad. This harmonious world of magic and innocence is put in danger by greed and cynicism. However, Lily and Thomas, with the help of a special dog called Mutt, a young boy named Patch, Mr. Conductor Junior and a host of other colorful characters triumph, bringing the story to its happy end.",G,Kids and Family,Britt Allcroft,Britt Allcroft,2000-07-26,"Oct 31, 2000",$,2027042.0,95 minutes,Destination Films,2000,17
1554,"The movie chronicles the adventures of a young girl called Lily, who sets off to visit her lonely Grandpa, but finds herself on a great adventure that leads to a meeting with the world's favorite steam engine, Thomas the Tank Engine, and the magical Mr. Conductor. The trio become involved in a classic good versus evil story that takes place in Mr. Conductor's special universe. At one end is the Island of Sodor, and at the other Shining Time, nestled deep in the Indian Valley. Linking these two worlds is The Magic Railroad. This harmonious world of magic and innocence is put in danger by greed and cynicism. However, Lily and Thomas, with the help of a special dog called Mutt, a young boy named Patch, Mr. Conductor Junior and a host of other colorful characters triumph, bringing the story to its happy end.",G,Musical and Performing Arts,Britt Allcroft,Britt Allcroft,2000-07-26,"Oct 31, 2000",$,2027042.0,95 minutes,Destination Films,2000,17
1561,"The third installment of director Edgar Wright's trilogy of comedies starring Simon Pegg and Nick Frost, following the successes ""Shaun of the Dead"" (2004) and ""Hot Fuzz"" (2007). In ""The World's End,"" 20 years after attempting an epic pub crawl, five childhood friends reunite when one of them becomes hellbent on trying the drinking marathon again. They are convinced to stage an encore by Gary King (Simon Pegg), a 40-year-old man trapped at the cigarette end of his teens, who drags his reluctant pals to their hometown and once again attempts to reach the fabled pub - The World's End. As they attempt to reconcile the past and present, they realize the real struggle is for the future, not just theirs but humankind's. Reaching The World's End is the least of their worries. (c) Focus Features",R,Comedy,Edgar Wright,Edgar Wright|Simon Pegg,2013-08-23,"Nov 19, 2013",$,33408732.0,109 minutes,Focus Features,2013,89
1564,"Real-life sweethearts Michael Cera and Charlyne Yi star in a fictionalized version of their romance in this indie semi-documentary comedy, written by Yi. Playing themselves, Yi and Cera embark on a scripted version of their own story. In the movie, Yi has agreed to be the subject of a documentary about her quest to discover if love really exists, since she's never experienced it. As part of her participation in the project, she has a film crew follow her around throughout every new development in her love life -- which gets complicated when she starts dating fellow comedian Cera. This portion of the film is all narrative, and was written into the script, but also as part of the documentary, Yi travels the country interviewing various people about their opinions and experiences with love, and these portions of the film are real -- the interviewees are not actors. Melding truth and fantasy, Paper Heart uses equal parts comedy and realism to resolve the ultimate question of whether love is fact or fiction.",PG-13,Comedy,Nicholas Jasenovec,Nicholas Jasenovec|Charlyne Yi,2009-08-14,"Dec 1, 2009",$,1149350.0,89 minutes,Overture Films,2009,58
1574,"Featuring an all-star comedy cast including Aubrey Plaza, Johnny Simmons, Bill Hader,Alia Shawkat, Sarah Steele, Rachel Bilson, Christopher Mintz-Plasse, DonaldGlover, Scott Porter, Andy Samberg, Connie Britton and Clark Gregg, ""The To Do List"" is a comedy about close friends and a special summer project, loosely inspired by the real-life adventures of first-time writer/director Maggie Carey. Set in 1993, valedictorian Brandy Klark wants to shed her uptight image before college, so she assembles a to do list of all the ""activities"" she missed out on in high school. Quickly realizing that she's way out of her depth, Brandy solicits her best friends, older sister and burnt-out boss for their help and advice. If the group is going to complete the list by September they'll need plenty of imagination and very open minds. (c) CBS Films",R,Comedy,Maggie Carey,Maggie Carey,2013-07-26,"Nov 19, 2013",$,3400000.0,104 minutes,CBS Films,2013,54
1585,"A dating doctor claims that with his services he can match anyone with their soulmate in just three dates. When a jaded tabloid journalist sets out to expose him as a scam artist, the two find themselves falling in love.",PG-13,Comedy,Andrew Tennant|Andy Tennant,Kevin Bisch,2005-02-11,"Jun 14, 2005",$,177575142.0,120 minutes,Sony Pictures,2005,68
1585,"A dating doctor claims that with his services he can match anyone with their soulmate in just three dates. When a jaded tabloid journalist sets out to expose him as a scam artist, the two find themselves falling in love.",PG-13,Romance,Andrew Tennant|Andy Tennant,Kevin Bisch,2005-02-11,"Jun 14, 2005",$,177575142.0,120 minutes,Sony Pictures,2005,68
1588,"In 1878, two young stage magicians clash in a darkened salon during the course of a fraudulent seance. From this moment on, their lives become webs of deceit and exposure, secrets and revelations, as they feud to outwit and destroy one another. Their rivalry takes them both to the peak of their careers, but with terrible consequences.",PG-13,Action and Adventure,Christopher Nolan,Jonathan Nolan|Christopher Nolan,2006-10-20,"Feb 20, 2007",$,53100000.0,130 minutes,,2006,75
1588,"In 1878, two young stage magicians clash in a darkened salon during the course of a fraudulent seance. From this moment on, their lives become webs of deceit and exposure, secrets and revelations, as they feud to outwit and destroy one another. Their rivalry takes them both to the peak of their careers, but with terrible consequences.",PG-13,Drama,Christopher Nolan,Jonathan Nolan|Christopher Nolan,2006-10-20,"Feb 20, 2007",$,53100000.0,130 minutes,,2006,75
1588,"In 1878, two young stage magicians clash in a darkened salon during the course of a fraudulent seance. From this moment on, their lives become webs of deceit and exposure, secrets and revelations, as they feud to outwit and destroy one another. Their rivalry takes them both to the peak of their careers, but with terrible consequences.",PG-13,Mystery and Suspense,Christopher Nolan,Jonathan Nolan|Christopher Nolan,2006-10-20,"Feb 20, 2007",$,53100000.0,130 minutes,,2006,75
